Record Length,Analog:7000,,,,
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000,,,,
Vertical Units,CH1:V CH2:V,,,,
Vertical Scale,CH1:0.05 CH2:0.50,,,,
Vertical Offset,CH1:-0.17100 CH2:-0.13000,,,,
Horizontal Units,us,,,,
Horizontal Scale,500,,,,
Model Number,T3DSO1104 ,,,,
Serial Number,T0101C18470265,,,,
Software Version,8.1.6.1.26,,,,
Source,CH1,CH2,,,
Second,Volt,Volt,,voltage,wavelength
0.005391,0.293,-0.69,79.31,79.31,-0.19321364
0.005392,0.297,-0.71,79.29,79.29,-0.19316076
0.005393,0.293,-0.69,79.31,79.31,-0.19321364
0.005394,0.297,-0.71,79.29,79.29,-0.19316076
0.005395,0.293,-0.71,79.29,79.29,-0.19316076
0.005396,0.297,-0.69,79.31,79.31,-0.19321364
0.005397,0.297,-0.67,79.33,79.33,-0.19326652
0.005398,0.293,-0.71,79.29,79.29,-0.19316076
0.005399,0.297,-0.71,79.29,79.29,-0.19316076
0.0054,0.297,-0.71,79.29,79.29,-0.19316076
0.005401,0.293,-0.71,79.29,79.29,-0.19316076
0.005402,0.299,-0.71,79.29,79.29,-0.19316076
0.005403,0.297,-0.71,79.29,79.29,-0.19316076
0.005404,0.295,-0.71,79.29,79.29,-0.19316076
0.005405,0.295,-0.71,79.29,79.29,-0.19316076
0.005406,0.301,-0.71,79.29,79.29,-0.19316076
0.005407,0.297,-0.71,79.29,79.29,-0.19316076
0.005408,0.295,-0.71,79.29,79.29,-0.19316076
0.005409,0.293,-0.69,79.31,79.31,-0.19321364
0.00541,0.295,-0.71,79.29,79.29,-0.19316076
0.005411,0.297,-0.71,79.29,79.29,-0.19316076
0.005412,0.297,-0.71,79.29,79.29,-0.19316076
0.005413,0.297,-0.71,79.29,79.29,-0.19316076
0.005414,0.293,-0.71,79.29,79.29,-0.19316076
0.005415,0.295,-0.71,79.29,79.29,-0.19316076
0.005416,0.297,-0.69,79.31,79.31,-0.19321364
0.005417,0.295,-0.71,79.29,79.29,-0.19316076
0.005418,0.295,-0.71,79.29,79.29,-0.19316076
0.005419,0.295,-0.71,79.29,79.29,-0.19316076
0.00542,0.293,-0.71,79.29,79.29,-0.19316076
0.005421,0.295,-0.71,79.29,79.29,-0.19316076
0.005422,0.295,-0.71,79.29,79.29,-0.19316076
0.005423,0.297,-0.71,79.29,79.29,-0.19316076
0.005424,0.295,-0.69,79.31,79.31,-0.19321364
0.005425,0.293,-0.71,79.29,79.29,-0.19316076
0.005426,0.295,-0.71,79.29,79.29,-0.19316076
0.005427,0.297,-0.71,79.29,79.29,-0.19316076
0.005428,0.297,-0.71,79.29,79.29,-0.19316076
0.005429,0.299,-0.71,79.29,79.29,-0.19316076
0.00543,0.299,-0.71,79.29,79.29,-0.19316076
0.005431,0.299,-0.71,79.29,79.29,-0.19316076
0.005432,0.297,-0.71,79.29,79.29,-0.19316076
0.005433,0.297,-0.71,79.29,79.29,-0.19316076
0.005434,0.295,-0.71,79.29,79.29,-0.19316076
0.005435,0.297,-0.71,79.29,79.29,-0.19316076
0.005436,0.297,-0.71,79.29,79.29,-0.19316076
0.005437,0.295,-0.71,79.29,79.29,-0.19316076
0.005438,0.297,-0.71,79.29,79.29,-0.19316076
0.005439,0.293,-0.71,79.29,79.29,-0.19316076
0.00544,0.297,-0.71,79.29,79.29,-0.19316076
0.005441,0.297,-0.71,79.29,79.29,-0.19316076
0.005442,0.299,-0.71,79.29,79.29,-0.19316076
0.005443,0.297,-0.71,79.29,79.29,-0.19316076
0.005444,0.297,-0.69,79.31,79.31,-0.19321364
0.005445,0.297,-0.69,79.31,79.31,-0.19321364
0.005446,0.297,-0.71,79.29,79.29,-0.19316076
0.005447,0.299,-0.71,79.29,79.29,-0.19316076
0.005448,0.299,-0.71,79.29,79.29,-0.19316076
0.005449,0.299,-0.73,79.27,79.27,-0.19310788
0.00545,0.293,-0.73,79.27,79.27,-0.19310788
0.005451,0.297,-0.73,79.27,79.27,-0.19310788
0.005452,0.295,-0.73,79.27,79.27,-0.19310788
0.005453,0.295,-0.73,79.27,79.27,-0.19310788
0.005454,0.297,-0.73,79.27,79.27,-0.19310788
0.005455,0.299,-0.73,79.27,79.27,-0.19310788
0.005456,0.295,-0.73,79.27,79.27,-0.19310788
0.005457,0.297,-0.73,79.27,79.27,-0.19310788
0.005458,0.295,-0.71,79.29,79.29,-0.19316076
0.005459,0.295,-0.73,79.27,79.27,-0.19310788
0.00546,0.297,-0.73,79.27,79.27,-0.19310788
0.005461,0.295,-0.73,79.27,79.27,-0.19310788
0.005462,0.299,-0.73,79.27,79.27,-0.19310788
0.005463,0.295,-0.73,79.27,79.27,-0.19310788
0.005464,0.295,-0.73,79.27,79.27,-0.19310788
0.005465,0.295,-0.75,79.25,79.25,-0.193055
0.005466,0.297,-0.75,79.25,79.25,-0.193055
0.005467,0.295,-0.73,79.27,79.27,-0.19310788
0.005468,0.297,-0.73,79.27,79.27,-0.19310788
0.005469,0.295,-0.73,79.27,79.27,-0.19310788
0.00547,0.295,-0.73,79.27,79.27,-0.19310788
0.005471,0.297,-0.73,79.27,79.27,-0.19310788
0.005472,0.295,-0.71,79.29,79.29,-0.19316076
0.005473,0.299,-0.73,79.27,79.27,-0.19310788
0.005474,0.297,-0.73,79.27,79.27,-0.19310788
0.005475,0.297,-0.73,79.27,79.27,-0.19310788
0.005476,0.299,-0.73,79.27,79.27,-0.19310788
0.005477,0.295,-0.73,79.27,79.27,-0.19310788
0.005478,0.297,-0.73,79.27,79.27,-0.19310788
0.005479,0.295,-0.73,79.27,79.27,-0.19310788
0.00548,0.295,-0.73,79.27,79.27,-0.19310788
0.005481,0.299,-0.73,79.27,79.27,-0.19310788
0.005482,0.295,-0.73,79.27,79.27,-0.19310788
0.005483,0.299,-0.71,79.29,79.29,-0.19316076
0.005484,0.297,-0.73,79.27,79.27,-0.19310788
0.005485,0.295,-0.73,79.27,79.27,-0.19310788
0.005486,0.297,-0.73,79.27,79.27,-0.19310788
0.005487,0.297,-0.75,79.25,79.25,-0.193055
0.005488,0.299,-0.73,79.27,79.27,-0.19310788
0.005489,0.295,-0.71,79.29,79.29,-0.19316076
0.00549,0.297,-0.75,79.25,79.25,-0.193055
0.005491,0.297,-0.73,79.27,79.27,-0.19310788
0.005492,0.297,-0.73,79.27,79.27,-0.19310788
0.005493,0.299,-0.75,79.25,79.25,-0.193055
0.005494,0.299,-0.75,79.25,79.25,-0.193055
0.005495,0.299,-0.75,79.25,79.25,-0.193055
0.005496,0.297,-0.75,79.25,79.25,-0.193055
0.005497,0.297,-0.73,79.27,79.27,-0.19310788
0.005498,0.293,-0.75,79.25,79.25,-0.193055
0.005499,0.297,-0.73,79.27,79.27,-0.19310788
0.0055,0.297,-0.73,79.27,79.27,-0.19310788
0.005501,0.299,-0.73,79.27,79.27,-0.19310788
0.005502,0.297,-0.75,79.25,79.25,-0.193055
0.005503,0.295,-0.75,79.25,79.25,-0.193055
0.005504,0.297,-0.73,79.27,79.27,-0.19310788
0.005505,0.297,-0.73,79.27,79.27,-0.19310788
0.005506,0.295,-0.75,79.25,79.25,-0.193055
0.005507,0.297,-0.75,79.25,79.25,-0.193055
0.005508,0.301,-0.75,79.25,79.25,-0.193055
0.005509,0.295,-0.75,79.25,79.25,-0.193055
0.00551,0.297,-0.75,79.25,79.25,-0.193055
0.005511,0.297,-0.75,79.25,79.25,-0.193055
0.005512,0.299,-0.75,79.25,79.25,-0.193055
0.005513,0.295,-0.75,79.25,79.25,-0.193055
0.005514,0.301,-0.75,79.25,79.25,-0.193055
0.005515,0.297,-0.75,79.25,79.25,-0.193055
0.005516,0.295,-0.73,79.27,79.27,-0.19310788
0.005517,0.299,-0.75,79.25,79.25,-0.193055
0.005518,0.295,-0.75,79.25,79.25,-0.193055
0.005519,0.295,-0.75,79.25,79.25,-0.193055
0.00552,0.301,-0.75,79.25,79.25,-0.193055
0.005521,0.299,-0.75,79.25,79.25,-0.193055
0.005522,0.297,-0.75,79.25,79.25,-0.193055
0.005523,0.295,-0.75,79.25,79.25,-0.193055
0.005524,0.295,-0.75,79.25,79.25,-0.193055
0.005525,0.295,-0.75,79.25,79.25,-0.193055
0.005526,0.295,-0.75,79.25,79.25,-0.193055
0.005527,0.295,-0.75,79.25,79.25,-0.193055
0.005528,0.297,-0.75,79.25,79.25,-0.193055
0.005529,0.297,-0.75,79.25,79.25,-0.193055
0.00553,0.297,-0.75,79.25,79.25,-0.193055
0.005531,0.297,-0.75,79.25,79.25,-0.193055
0.005532,0.295,-0.75,79.25,79.25,-0.193055
0.005533,0.299,-0.75,79.25,79.25,-0.193055
0.005534,0.299,-0.75,79.25,79.25,-0.193055
0.005535,0.297,-0.73,79.27,79.27,-0.19310788
0.005536,0.297,-0.75,79.25,79.25,-0.193055
0.005537,0.295,-0.75,79.25,79.25,-0.193055
0.005538,0.299,-0.75,79.25,79.25,-0.193055
0.005539,0.297,-0.73,79.27,79.27,-0.19310788
0.00554,0.297,-0.73,79.27,79.27,-0.19310788
0.005541,0.293,-0.73,79.27,79.27,-0.19310788
0.005542,0.297,-0.75,79.25,79.25,-0.193055
0.005543,0.297,-0.75,79.25,79.25,-0.193055
0.005544,0.293,-0.75,79.25,79.25,-0.193055
0.005545,0.295,-0.75,79.25,79.25,-0.193055
0.005546,0.299,-0.75,79.25,79.25,-0.193055
0.005547,0.297,-0.77,79.23,79.23,-0.19300212
0.005548,0.301,-0.75,79.25,79.25,-0.193055
0.005549,0.299,-0.75,79.25,79.25,-0.193055
0.00555,0.295,-0.77,79.23,79.23,-0.19300212
0.005551,0.297,-0.77,79.23,79.23,-0.19300212
0.005552,0.299,-0.77,79.23,79.23,-0.19300212
0.005553,0.297,-0.77,79.23,79.23,-0.19300212
0.005554,0.297,-0.75,79.25,79.25,-0.193055
0.005555,0.297,-0.75,79.25,79.25,-0.193055
0.005556,0.297,-0.77,79.23,79.23,-0.19300212
0.005557,0.299,-0.77,79.23,79.23,-0.19300212
0.005558,0.293,-0.77,79.23,79.23,-0.19300212
0.005559,0.299,-0.75,79.25,79.25,-0.193055
0.00556,0.297,-0.77,79.23,79.23,-0.19300212
0.005561,0.297,-0.77,79.23,79.23,-0.19300212
0.005562,0.297,-0.77,79.23,79.23,-0.19300212
0.005563,0.297,-0.77,79.23,79.23,-0.19300212
0.005564,0.297,-0.77,79.23,79.23,-0.19300212
0.005565,0.295,-0.77,79.23,79.23,-0.19300212
0.005566,0.297,-0.79,79.21,79.21,-0.19294924
0.005567,0.295,-0.77,79.23,79.23,-0.19300212
0.005568,0.297,-0.77,79.23,79.23,-0.19300212
0.005569,0.295,-0.77,79.23,79.23,-0.19300212
0.00557,0.293,-0.77,79.23,79.23,-0.19300212
0.005571,0.295,-0.77,79.23,79.23,-0.19300212
0.005572,0.295,-0.77,79.23,79.23,-0.19300212
0.005573,0.295,-0.77,79.23,79.23,-0.19300212
0.005574,0.297,-0.77,79.23,79.23,-0.19300212
0.005575,0.297,-0.77,79.23,79.23,-0.19300212
0.005576,0.299,-0.77,79.23,79.23,-0.19300212
0.005577,0.297,-0.77,79.23,79.23,-0.19300212
0.005578,0.297,-0.77,79.23,79.23,-0.19300212
0.005579,0.297,-0.77,79.23,79.23,-0.19300212
0.00558,0.295,-0.77,79.23,79.23,-0.19300212
0.005581,0.295,-0.77,79.23,79.23,-0.19300212
0.005582,0.299,-0.77,79.23,79.23,-0.19300212
0.005583,0.297,-0.77,79.23,79.23,-0.19300212
0.005584,0.297,-0.77,79.23,79.23,-0.19300212
0.005585,0.299,-0.77,79.23,79.23,-0.19300212
0.005586,0.299,-0.77,79.23,79.23,-0.19300212
0.005587,0.295,-0.77,79.23,79.23,-0.19300212
0.005588,0.293,-0.77,79.23,79.23,-0.19300212
0.005589,0.297,-0.77,79.23,79.23,-0.19300212
0.00559,0.295,-0.77,79.23,79.23,-0.19300212
0.005591,0.301,-0.77,79.23,79.23,-0.19300212
0.005592,0.297,-0.77,79.23,79.23,-0.19300212
0.005593,0.299,-0.77,79.23,79.23,-0.19300212
0.005594,0.295,-0.77,79.23,79.23,-0.19300212
0.005595,0.299,-0.79,79.21,79.21,-0.19294924
0.005596,0.297,-0.77,79.23,79.23,-0.19300212
0.005597,0.297,-0.77,79.23,79.23,-0.19300212
0.005598,0.297,-0.77,79.23,79.23,-0.19300212
0.005599,0.297,-0.77,79.23,79.23,-0.19300212
0.0056,0.301,-0.77,79.23,79.23,-0.19300212
0.005601,0.299,-0.79,79.21,79.21,-0.19294924
0.005602,0.297,-0.79,79.21,79.21,-0.19294924
0.005603,0.297,-0.77,79.23,79.23,-0.19300212
0.005604,0.299,-0.77,79.23,79.23,-0.19300212
0.005605,0.299,-0.79,79.21,79.21,-0.19294924
0.005606,0.297,-0.77,79.23,79.23,-0.19300212
0.005607,0.299,-0.77,79.23,79.23,-0.19300212
0.005608,0.299,-0.79,79.21,79.21,-0.19294924
0.005609,0.301,-0.79,79.21,79.21,-0.19294924
0.00561,0.295,-0.79,79.21,79.21,-0.19294924
0.005611,0.297,-0.79,79.21,79.21,-0.19294924
0.005612,0.299,-0.79,79.21,79.21,-0.19294924
0.005613,0.299,-0.79,79.21,79.21,-0.19294924
0.005614,0.297,-0.79,79.21,79.21,-0.19294924
0.005615,0.295,-0.79,79.21,79.21,-0.19294924
0.005616,0.299,-0.79,79.21,79.21,-0.19294924
0.005617,0.297,-0.79,79.21,79.21,-0.19294924
0.005618,0.299,-0.79,79.21,79.21,-0.19294924
0.005619,0.299,-0.79,79.21,79.21,-0.19294924
0.00562,0.297,-0.79,79.21,79.21,-0.19294924
0.005621,0.301,-0.79,79.21,79.21,-0.19294924
0.005622,0.299,-0.79,79.21,79.21,-0.19294924
0.005623,0.297,-0.79,79.21,79.21,-0.19294924
0.005624,0.297,-0.79,79.21,79.21,-0.19294924
0.005625,0.297,-0.79,79.21,79.21,-0.19294924
0.005626,0.299,-0.79,79.21,79.21,-0.19294924
0.005627,0.299,-0.79,79.21,79.21,-0.19294924
0.005628,0.299,-0.79,79.21,79.21,-0.19294924
0.005629,0.295,-0.79,79.21,79.21,-0.19294924
0.00563,0.297,-0.79,79.21,79.21,-0.19294924
0.005631,0.297,-0.79,79.21,79.21,-0.19294924
0.005632,0.297,-0.77,79.23,79.23,-0.19300212
0.005633,0.297,-0.79,79.21,79.21,-0.19294924
0.005634,0.295,-0.79,79.21,79.21,-0.19294924
0.005635,0.295,-0.79,79.21,79.21,-0.19294924
0.005636,0.299,-0.79,79.21,79.21,-0.19294924
0.005637,0.297,-0.81,79.19,79.19,-0.19289636
0.005638,0.299,-0.79,79.21,79.21,-0.19294924
0.005639,0.299,-0.79,79.21,79.21,-0.19294924
0.00564,0.299,-0.79,79.21,79.21,-0.19294924
0.005641,0.299,-0.79,79.21,79.21,-0.19294924
0.005642,0.297,-0.81,79.19,79.19,-0.19289636
0.005643,0.297,-0.79,79.21,79.21,-0.19294924
0.005644,0.297,-0.79,79.21,79.21,-0.19294924
0.005645,0.295,-0.79,79.21,79.21,-0.19294924
0.005646,0.299,-0.79,79.21,79.21,-0.19294924
0.005647,0.297,-0.79,79.21,79.21,-0.19294924
0.005648,0.299,-0.81,79.19,79.19,-0.19289636
0.005649,0.299,-0.79,79.21,79.21,-0.19294924
0.00565,0.297,-0.79,79.21,79.21,-0.19294924
0.005651,0.297,-0.79,79.21,79.21,-0.19294924
0.005652,0.299,-0.79,79.21,79.21,-0.19294924
0.005653,0.299,-0.81,79.19,79.19,-0.19289636
0.005654,0.299,-0.81,79.19,79.19,-0.19289636
0.005655,0.299,-0.79,79.21,79.21,-0.19294924
0.005656,0.299,-0.81,79.19,79.19,-0.19289636
0.005657,0.297,-0.81,79.19,79.19,-0.19289636
0.005658,0.295,-0.81,79.19,79.19,-0.19289636
0.005659,0.299,-0.81,79.19,79.19,-0.19289636
0.00566,0.301,-0.81,79.19,79.19,-0.19289636
0.005661,0.297,-0.81,79.19,79.19,-0.19289636
0.005662,0.297,-0.81,79.19,79.19,-0.19289636
0.005663,0.297,-0.81,79.19,79.19,-0.19289636
0.005664,0.299,-0.81,79.19,79.19,-0.19289636
0.005665,0.299,-0.81,79.19,79.19,-0.19289636
0.005666,0.299,-0.81,79.19,79.19,-0.19289636
0.005667,0.295,-0.81,79.19,79.19,-0.19289636
0.005668,0.295,-0.81,79.19,79.19,-0.19289636
0.005669,0.297,-0.83,79.17,79.17,-0.19284348
0.00567,0.301,-0.81,79.19,79.19,-0.19289636
0.005671,0.299,-0.81,79.19,79.19,-0.19289636
0.005672,0.299,-0.81,79.19,79.19,-0.19289636
0.005673,0.297,-0.83,79.17,79.17,-0.19284348
0.005674,0.299,-0.81,79.19,79.19,-0.19289636
0.005675,0.295,-0.81,79.19,79.19,-0.19289636
0.005676,0.301,-0.81,79.19,79.19,-0.19289636
0.005677,0.297,-0.81,79.19,79.19,-0.19289636
0.005678,0.295,-0.81,79.19,79.19,-0.19289636
0.005679,0.295,-0.81,79.19,79.19,-0.19289636
0.00568,0.297,-0.81,79.19,79.19,-0.19289636
0.005681,0.299,-0.81,79.19,79.19,-0.19289636
0.005682,0.297,-0.81,79.19,79.19,-0.19289636
0.005683,0.301,-0.81,79.19,79.19,-0.19289636
0.005684,0.297,-0.81,79.19,79.19,-0.19289636
0.005685,0.297,-0.81,79.19,79.19,-0.19289636
0.005686,0.297,-0.81,79.19,79.19,-0.19289636
0.005687,0.297,-0.81,79.19,79.19,-0.19289636
0.005688,0.299,-0.83,79.17,79.17,-0.19284348
0.005689,0.295,-0.81,79.19,79.19,-0.19289636
0.00569,0.297,-0.81,79.19,79.19,-0.19289636
0.005691,0.297,-0.81,79.19,79.19,-0.19289636
0.005692,0.299,-0.81,79.19,79.19,-0.19289636
0.005693,0.299,-0.81,79.19,79.19,-0.19289636
0.005694,0.297,-0.83,79.17,79.17,-0.19284348
0.005695,0.295,-0.81,79.19,79.19,-0.19289636
0.005696,0.297,-0.81,79.19,79.19,-0.19289636
0.005697,0.297,-0.83,79.17,79.17,-0.19284348
0.005698,0.299,-0.81,79.19,79.19,-0.19289636
0.005699,0.297,-0.81,79.19,79.19,-0.19289636
0.0057,0.297,-0.83,79.17,79.17,-0.19284348
0.005701,0.297,-0.83,79.17,79.17,-0.19284348
0.005702,0.297,-0.83,79.17,79.17,-0.19284348
0.005703,0.295,-0.83,79.17,79.17,-0.19284348
0.005704,0.293,-0.81,79.19,79.19,-0.19289636
0.005705,0.295,-0.81,79.19,79.19,-0.19289636
0.005706,0.297,-0.83,79.17,79.17,-0.19284348
0.005707,0.297,-0.83,79.17,79.17,-0.19284348
0.005708,0.299,-0.83,79.17,79.17,-0.19284348
0.005709,0.297,-0.83,79.17,79.17,-0.19284348
0.00571,0.299,-0.83,79.17,79.17,-0.19284348
0.005711,0.295,-0.83,79.17,79.17,-0.19284348
0.005712,0.301,-0.83,79.17,79.17,-0.19284348
0.005713,0.295,-0.83,79.17,79.17,-0.19284348
0.005714,0.297,-0.83,79.17,79.17,-0.19284348
0.005715,0.295,-0.83,79.17,79.17,-0.19284348
0.005716,0.301,-0.83,79.17,79.17,-0.19284348
0.005717,0.299,-0.83,79.17,79.17,-0.19284348
0.005718,0.301,-0.83,79.17,79.17,-0.19284348
0.005719,0.301,-0.83,79.17,79.17,-0.19284348
0.00572,0.299,-0.83,79.17,79.17,-0.19284348
0.005721,0.301,-0.83,79.17,79.17,-0.19284348
0.005722,0.299,-0.83,79.17,79.17,-0.19284348
0.005723,0.297,-0.83,79.17,79.17,-0.19284348
0.005724,0.299,-0.83,79.17,79.17,-0.19284348
0.005725,0.299,-0.83,79.17,79.17,-0.19284348
0.005726,0.297,-0.83,79.17,79.17,-0.19284348
0.005727,0.301,-0.83,79.17,79.17,-0.19284348
0.005728,0.299,-0.83,79.17,79.17,-0.19284348
0.005729,0.297,-0.83,79.17,79.17,-0.19284348
0.00573,0.299,-0.83,79.17,79.17,-0.19284348
0.005731,0.299,-0.83,79.17,79.17,-0.19284348
0.005732,0.297,-0.83,79.17,79.17,-0.19284348
0.005733,0.295,-0.83,79.17,79.17,-0.19284348
0.005734,0.299,-0.83,79.17,79.17,-0.19284348
0.005735,0.299,-0.83,79.17,79.17,-0.19284348
0.005736,0.299,-0.83,79.17,79.17,-0.19284348
0.005737,0.295,-0.83,79.17,79.17,-0.19284348
0.005738,0.299,-0.83,79.17,79.17,-0.19284348
0.005739,0.297,-0.83,79.17,79.17,-0.19284348
0.00574,0.299,-0.83,79.17,79.17,-0.19284348
0.005741,0.297,-0.83,79.17,79.17,-0.19284348
0.005742,0.299,-0.83,79.17,79.17,-0.19284348
0.005743,0.301,-0.83,79.17,79.17,-0.19284348
0.005744,0.295,-0.83,79.17,79.17,-0.19284348
0.005745,0.295,-0.83,79.17,79.17,-0.19284348
0.005746,0.295,-0.85,79.15,79.15,-0.1927906
0.005747,0.299,-0.83,79.17,79.17,-0.19284348
0.005748,0.297,-0.83,79.17,79.17,-0.19284348
0.005749,0.299,-0.83,79.17,79.17,-0.19284348
0.00575,0.303,-0.83,79.17,79.17,-0.19284348
0.005751,0.299,-0.83,79.17,79.17,-0.19284348
0.005752,0.299,-0.83,79.17,79.17,-0.19284348
0.005753,0.297,-0.85,79.15,79.15,-0.1927906
0.005754,0.299,-0.85,79.15,79.15,-0.1927906
0.005755,0.297,-0.85,79.15,79.15,-0.1927906
0.005756,0.299,-0.85,79.15,79.15,-0.1927906
0.005757,0.299,-0.85,79.15,79.15,-0.1927906
0.005758,0.301,-0.85,79.15,79.15,-0.1927906
0.005759,0.295,-0.85,79.15,79.15,-0.1927906
0.00576,0.299,-0.85,79.15,79.15,-0.1927906
0.005761,0.297,-0.85,79.15,79.15,-0.1927906
0.005762,0.301,-0.85,79.15,79.15,-0.1927906
0.005763,0.301,-0.85,79.15,79.15,-0.1927906
0.005764,0.301,-0.85,79.15,79.15,-0.1927906
0.005765,0.295,-0.85,79.15,79.15,-0.1927906
0.005766,0.299,-0.85,79.15,79.15,-0.1927906
0.005767,0.301,-0.85,79.15,79.15,-0.1927906
0.005768,0.297,-0.85,79.15,79.15,-0.1927906
0.005769,0.299,-0.85,79.15,79.15,-0.1927906
0.00577,0.301,-0.85,79.15,79.15,-0.1927906
0.005771,0.299,-0.83,79.17,79.17,-0.19284348
0.005772,0.299,-0.85,79.15,79.15,-0.1927906
0.005773,0.299,-0.85,79.15,79.15,-0.1927906
0.005774,0.299,-0.85,79.15,79.15,-0.1927906
0.005775,0.299,-0.85,79.15,79.15,-0.1927906
0.005776,0.301,-0.85,79.15,79.15,-0.1927906
0.005777,0.299,-0.85,79.15,79.15,-0.1927906
0.005778,0.299,-0.85,79.15,79.15,-0.1927906
0.005779,0.301,-0.85,79.15,79.15,-0.1927906
0.00578,0.295,-0.85,79.15,79.15,-0.1927906
0.005781,0.301,-0.85,79.15,79.15,-0.1927906
0.005782,0.297,-0.85,79.15,79.15,-0.1927906
0.005783,0.299,-0.85,79.15,79.15,-0.1927906
0.005784,0.305,-0.85,79.15,79.15,-0.1927906
0.005785,0.301,-0.85,79.15,79.15,-0.1927906
0.005786,0.299,-0.85,79.15,79.15,-0.1927906
0.005787,0.299,-0.85,79.15,79.15,-0.1927906
0.005788,0.297,-0.85,79.15,79.15,-0.1927906
0.005789,0.299,-0.85,79.15,79.15,-0.1927906
0.00579,0.299,-0.83,79.17,79.17,-0.19284348
0.005791,0.299,-0.87,79.13,79.13,-0.19273772
0.005792,0.301,-0.83,79.17,79.17,-0.19284348
0.005793,0.297,-0.85,79.15,79.15,-0.1927906
0.005794,0.303,-0.83,79.17,79.17,-0.19284348
0.005795,0.299,-0.85,79.15,79.15,-0.1927906
0.005796,0.301,-0.85,79.15,79.15,-0.1927906
0.005797,0.299,-0.85,79.15,79.15,-0.1927906
0.005798,0.301,-0.85,79.15,79.15,-0.1927906
0.005799,0.301,-0.85,79.15,79.15,-0.1927906
0.0058,0.299,-0.85,79.15,79.15,-0.1927906
0.005801,0.299,-0.87,79.13,79.13,-0.19273772
0.005802,0.301,-0.87,79.13,79.13,-0.19273772
0.005803,0.299,-0.87,79.13,79.13,-0.19273772
0.005804,0.297,-0.87,79.13,79.13,-0.19273772
0.005805,0.299,-0.85,79.15,79.15,-0.1927906
0.005806,0.299,-0.87,79.13,79.13,-0.19273772
0.005807,0.297,-0.85,79.15,79.15,-0.1927906
0.005808,0.297,-0.87,79.13,79.13,-0.19273772
0.005809,0.299,-0.87,79.13,79.13,-0.19273772
0.00581,0.299,-0.87,79.13,79.13,-0.19273772
0.005811,0.301,-0.87,79.13,79.13,-0.19273772
0.005812,0.299,-0.87,79.13,79.13,-0.19273772
0.005813,0.301,-0.87,79.13,79.13,-0.19273772
0.005814,0.299,-0.87,79.13,79.13,-0.19273772
0.005815,0.295,-0.87,79.13,79.13,-0.19273772
0.005816,0.303,-0.87,79.13,79.13,-0.19273772
0.005817,0.301,-0.87,79.13,79.13,-0.19273772
0.005818,0.301,-0.87,79.13,79.13,-0.19273772
0.005819,0.299,-0.87,79.13,79.13,-0.19273772
0.00582,0.299,-0.87,79.13,79.13,-0.19273772
0.005821,0.301,-0.87,79.13,79.13,-0.19273772
0.005822,0.301,-0.87,79.13,79.13,-0.19273772
0.005823,0.297,-0.87,79.13,79.13,-0.19273772
0.005824,0.301,-0.87,79.13,79.13,-0.19273772
0.005825,0.297,-0.87,79.13,79.13,-0.19273772
0.005826,0.297,-0.87,79.13,79.13,-0.19273772
0.005827,0.301,-0.87,79.13,79.13,-0.19273772
0.005828,0.299,-0.87,79.13,79.13,-0.19273772
0.005829,0.301,-0.87,79.13,79.13,-0.19273772
0.00583,0.303,-0.87,79.13,79.13,-0.19273772
0.005831,0.301,-0.87,79.13,79.13,-0.19273772
0.005832,0.297,-0.87,79.13,79.13,-0.19273772
0.005833,0.297,-0.87,79.13,79.13,-0.19273772
0.005834,0.301,-0.87,79.13,79.13,-0.19273772
0.005835,0.297,-0.87,79.13,79.13,-0.19273772
0.005836,0.301,-0.87,79.13,79.13,-0.19273772
0.005837,0.299,-0.87,79.13,79.13,-0.19273772
0.005838,0.297,-0.87,79.13,79.13,-0.19273772
0.005839,0.301,-0.87,79.13,79.13,-0.19273772
0.00584,0.303,-0.87,79.13,79.13,-0.19273772
0.005841,0.303,-0.87,79.13,79.13,-0.19273772
0.005842,0.297,-0.87,79.13,79.13,-0.19273772
0.005843,0.297,-0.87,79.13,79.13,-0.19273772
0.005844,0.301,-0.87,79.13,79.13,-0.19273772
0.005845,0.301,-0.87,79.13,79.13,-0.19273772
0.005846,0.299,-0.87,79.13,79.13,-0.19273772
0.005847,0.299,-0.87,79.13,79.13,-0.19273772
0.005848,0.305,-0.89,79.11,79.11,-0.19268484
0.005849,0.297,-0.87,79.13,79.13,-0.19273772
0.00585,0.301,-0.89,79.11,79.11,-0.19268484
0.005851,0.299,-0.89,79.11,79.11,-0.19268484
0.005852,0.301,-0.89,79.11,79.11,-0.19268484
0.005853,0.299,-0.89,79.11,79.11,-0.19268484
0.005854,0.301,-0.87,79.13,79.13,-0.19273772
0.005855,0.299,-0.89,79.11,79.11,-0.19268484
0.005856,0.299,-0.89,79.11,79.11,-0.19268484
0.005857,0.299,-0.89,79.11,79.11,-0.19268484
0.005858,0.301,-0.91,79.09,79.09,-0.19263196
0.005859,0.301,-0.89,79.11,79.11,-0.19268484
0.00586,0.297,-0.89,79.11,79.11,-0.19268484
0.005861,0.301,-0.89,79.11,79.11,-0.19268484
0.005862,0.303,-0.89,79.11,79.11,-0.19268484
0.005863,0.297,-0.89,79.11,79.11,-0.19268484
0.005864,0.303,-0.89,79.11,79.11,-0.19268484
0.005865,0.299,-0.89,79.11,79.11,-0.19268484
