Record Length,Analog:7000,,,,
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000,,,,
Vertical Units,CH1:V CH2:V,,,,
Vertical Scale,CH1:0.05 CH2:0.50,,,,
Vertical Offset,CH1:-0.17100 CH2:-0.13000,,,,
Horizontal Units,us,,,,
Horizontal Scale,500,,,,
Model Number,T3DSO1104 ,,,,
Serial Number,T0101C18470265,,,,
Software Version,8.1.6.1.26,,,,
Source,CH1,CH2,,,
Second,Volt,Volt,,voltage,wavelength
0.002005,0.307,0.65,80.65,80.65,-0.196973266
0.002006,0.311,0.67,80.67,80.67,-0.197032813
0.002007,0.309,0.67,80.67,80.67,-0.197032813
0.002008,0.309,0.67,80.67,80.67,-0.197032813
0.002009,0.309,0.65,80.65,80.65,-0.196973266
0.00201,0.307,0.65,80.65,80.65,-0.196973266
0.002011,0.311,0.65,80.65,80.65,-0.196973266
0.002012,0.307,0.65,80.65,80.65,-0.196973266
0.002013,0.307,0.65,80.65,80.65,-0.196973266
0.002014,0.307,0.65,80.65,80.65,-0.196973266
0.002015,0.305,0.65,80.65,80.65,-0.196973266
0.002016,0.311,0.65,80.65,80.65,-0.196973266
0.002017,0.309,0.63,80.63,80.63,-0.19691372
0.002018,0.309,0.63,80.63,80.63,-0.19691372
0.002019,0.309,0.65,80.65,80.65,-0.196973266
0.00202,0.307,0.63,80.63,80.63,-0.19691372
0.002021,0.307,0.65,80.65,80.65,-0.196973266
0.002022,0.311,0.65,80.65,80.65,-0.196973266
0.002023,0.311,0.65,80.65,80.65,-0.196973266
0.002024,0.309,0.65,80.65,80.65,-0.196973266
0.002025,0.309,0.65,80.65,80.65,-0.196973266
0.002026,0.307,0.63,80.63,80.63,-0.19691372
0.002027,0.309,0.65,80.65,80.65,-0.196973266
0.002028,0.307,0.63,80.63,80.63,-0.19691372
0.002029,0.307,0.63,80.63,80.63,-0.19691372
0.00203,0.307,0.63,80.63,80.63,-0.19691372
0.002031,0.311,0.63,80.63,80.63,-0.19691372
0.002032,0.311,0.63,80.63,80.63,-0.19691372
0.002033,0.307,0.63,80.63,80.63,-0.19691372
0.002034,0.309,0.63,80.63,80.63,-0.19691372
0.002035,0.309,0.65,80.65,80.65,-0.196973266
0.002036,0.305,0.63,80.63,80.63,-0.19691372
0.002037,0.305,0.65,80.65,80.65,-0.196973266
0.002038,0.307,0.65,80.65,80.65,-0.196973266
0.002039,0.309,0.65,80.65,80.65,-0.196973266
0.00204,0.309,0.65,80.65,80.65,-0.196973266
0.002041,0.311,0.63,80.63,80.63,-0.19691372
0.002042,0.309,0.65,80.65,80.65,-0.196973266
0.002043,0.311,0.65,80.65,80.65,-0.196973266
0.002044,0.311,0.65,80.65,80.65,-0.196973266
0.002045,0.311,0.65,80.65,80.65,-0.196973266
0.002046,0.307,0.65,80.65,80.65,-0.196973266
0.002047,0.311,0.63,80.63,80.63,-0.19691372
0.002048,0.307,0.65,80.65,80.65,-0.196973266
0.002049,0.309,0.65,80.65,80.65,-0.196973266
0.00205,0.311,0.63,80.63,80.63,-0.19691372
0.002051,0.309,0.63,80.63,80.63,-0.19691372
0.002052,0.309,0.63,80.63,80.63,-0.19691372
0.002053,0.311,0.65,80.65,80.65,-0.196973266
0.002054,0.309,0.65,80.65,80.65,-0.196973266
0.002055,0.307,0.65,80.65,80.65,-0.196973266
0.002056,0.309,0.63,80.63,80.63,-0.19691372
0.002057,0.309,0.63,80.63,80.63,-0.19691372
0.002058,0.305,0.63,80.63,80.63,-0.19691372
0.002059,0.311,0.65,80.65,80.65,-0.196973266
0.00206,0.311,0.63,80.63,80.63,-0.19691372
0.002061,0.307,0.63,80.63,80.63,-0.19691372
0.002062,0.309,0.61,80.61,80.61,-0.196854173
0.002063,0.311,0.63,80.63,80.63,-0.19691372
0.002064,0.309,0.63,80.63,80.63,-0.19691372
0.002065,0.305,0.63,80.63,80.63,-0.19691372
0.002066,0.309,0.63,80.63,80.63,-0.19691372
0.002067,0.305,0.63,80.63,80.63,-0.19691372
0.002068,0.311,0.63,80.63,80.63,-0.19691372
0.002069,0.311,0.63,80.63,80.63,-0.19691372
0.00207,0.307,0.63,80.63,80.63,-0.19691372
0.002071,0.309,0.63,80.63,80.63,-0.19691372
0.002072,0.311,0.63,80.63,80.63,-0.19691372
0.002073,0.311,0.63,80.63,80.63,-0.19691372
0.002074,0.309,0.63,80.63,80.63,-0.19691372
0.002075,0.313,0.63,80.63,80.63,-0.19691372
0.002076,0.313,0.63,80.63,80.63,-0.19691372
0.002077,0.313,0.61,80.61,80.61,-0.196854173
0.002078,0.309,0.63,80.63,80.63,-0.19691372
0.002079,0.311,0.61,80.61,80.61,-0.196854173
0.00208,0.311,0.63,80.63,80.63,-0.19691372
0.002081,0.307,0.63,80.63,80.63,-0.19691372
0.002082,0.309,0.63,80.63,80.63,-0.19691372
0.002083,0.307,0.63,80.63,80.63,-0.19691372
0.002084,0.307,0.61,80.61,80.61,-0.196854173
0.002085,0.311,0.63,80.63,80.63,-0.19691372
0.002086,0.309,0.63,80.63,80.63,-0.19691372
0.002087,0.309,0.63,80.63,80.63,-0.19691372
0.002088,0.309,0.63,80.63,80.63,-0.19691372
0.002089,0.311,0.61,80.61,80.61,-0.196854173
0.00209,0.309,0.61,80.61,80.61,-0.196854173
0.002091,0.307,0.63,80.63,80.63,-0.19691372
0.002092,0.309,0.61,80.61,80.61,-0.196854173
0.002093,0.307,0.63,80.63,80.63,-0.19691372
0.002094,0.307,0.63,80.63,80.63,-0.19691372
0.002095,0.307,0.61,80.61,80.61,-0.196854173
0.002096,0.307,0.63,80.63,80.63,-0.19691372
0.002097,0.309,0.63,80.63,80.63,-0.19691372
0.002098,0.309,0.61,80.61,80.61,-0.196854173
0.002099,0.311,0.63,80.63,80.63,-0.19691372
0.0021,0.307,0.63,80.63,80.63,-0.19691372
0.002101,0.309,0.63,80.63,80.63,-0.19691372
0.002102,0.309,0.63,80.63,80.63,-0.19691372
0.002103,0.309,0.63,80.63,80.63,-0.19691372
0.002104,0.311,0.61,80.61,80.61,-0.196854173
0.002105,0.309,0.63,80.63,80.63,-0.19691372
0.002106,0.313,0.63,80.63,80.63,-0.19691372
0.002107,0.311,0.61,80.61,80.61,-0.196854173
0.002108,0.309,0.61,80.61,80.61,-0.196854173
0.002109,0.303,0.61,80.61,80.61,-0.196854173
0.00211,0.307,0.61,80.61,80.61,-0.196854173
0.002111,0.307,0.59,80.59,80.59,-0.196794626
0.002112,0.311,0.59,80.59,80.59,-0.196794626
0.002113,0.309,0.59,80.59,80.59,-0.196794626
0.002114,0.311,0.61,80.61,80.61,-0.196854173
0.002115,0.311,0.61,80.61,80.61,-0.196854173
0.002116,0.309,0.61,80.61,80.61,-0.196854173
0.002117,0.307,0.61,80.61,80.61,-0.196854173
0.002118,0.309,0.59,80.59,80.59,-0.196794626
0.002119,0.313,0.61,80.61,80.61,-0.196854173
0.00212,0.311,0.59,80.59,80.59,-0.196794626
0.002121,0.311,0.61,80.61,80.61,-0.196854173
0.002122,0.309,0.61,80.61,80.61,-0.196854173
0.002123,0.311,0.61,80.61,80.61,-0.196854173
0.002124,0.309,0.61,80.61,80.61,-0.196854173
0.002125,0.309,0.61,80.61,80.61,-0.196854173
0.002126,0.309,0.61,80.61,80.61,-0.196854173
0.002127,0.309,0.59,80.59,80.59,-0.196794626
0.002128,0.307,0.61,80.61,80.61,-0.196854173
0.002129,0.311,0.59,80.59,80.59,-0.196794626
0.00213,0.309,0.59,80.59,80.59,-0.196794626
0.002131,0.307,0.59,80.59,80.59,-0.196794626
0.002132,0.309,0.61,80.61,80.61,-0.196854173
0.002133,0.309,0.61,80.61,80.61,-0.196854173
0.002134,0.309,0.61,80.61,80.61,-0.196854173
0.002135,0.311,0.61,80.61,80.61,-0.196854173
0.002136,0.311,0.59,80.59,80.59,-0.196794626
0.002137,0.309,0.61,80.61,80.61,-0.196854173
0.002138,0.309,0.59,80.59,80.59,-0.196794626
0.002139,0.309,0.59,80.59,80.59,-0.196794626
0.00214,0.307,0.59,80.59,80.59,-0.196794626
0.002141,0.309,0.59,80.59,80.59,-0.196794626
0.002142,0.307,0.59,80.59,80.59,-0.196794626
0.002143,0.307,0.61,80.61,80.61,-0.196854173
0.002144,0.305,0.61,80.61,80.61,-0.196854173
0.002145,0.307,0.59,80.59,80.59,-0.196794626
0.002146,0.309,0.59,80.59,80.59,-0.196794626
0.002147,0.307,0.61,80.61,80.61,-0.196854173
0.002148,0.307,0.59,80.59,80.59,-0.196794626
0.002149,0.311,0.61,80.61,80.61,-0.196854173
0.00215,0.313,0.59,80.59,80.59,-0.196794626
0.002151,0.309,0.59,80.59,80.59,-0.196794626
0.002152,0.311,0.61,80.61,80.61,-0.196854173
0.002153,0.309,0.61,80.61,80.61,-0.196854173
0.002154,0.303,0.59,80.59,80.59,-0.196794626
0.002155,0.307,0.61,80.61,80.61,-0.196854173
0.002156,0.307,0.59,80.59,80.59,-0.196794626
0.002157,0.313,0.59,80.59,80.59,-0.196794626
0.002158,0.309,0.59,80.59,80.59,-0.196794626
0.002159,0.311,0.57,80.57,80.57,-0.19673508
0.00216,0.307,0.57,80.57,80.57,-0.19673508
0.002161,0.311,0.59,80.59,80.59,-0.196794626
0.002162,0.309,0.59,80.59,80.59,-0.196794626
0.002163,0.309,0.59,80.59,80.59,-0.196794626
0.002164,0.313,0.59,80.59,80.59,-0.196794626
0.002165,0.309,0.59,80.59,80.59,-0.196794626
0.002166,0.309,0.59,80.59,80.59,-0.196794626
0.002167,0.311,0.59,80.59,80.59,-0.196794626
0.002168,0.311,0.57,80.57,80.57,-0.19673508
0.002169,0.311,0.59,80.59,80.59,-0.196794626
0.00217,0.311,0.57,80.57,80.57,-0.19673508
0.002171,0.311,0.59,80.59,80.59,-0.196794626
0.002172,0.311,0.59,80.59,80.59,-0.196794626
0.002173,0.307,0.59,80.59,80.59,-0.196794626
0.002174,0.309,0.59,80.59,80.59,-0.196794626
0.002175,0.307,0.57,80.57,80.57,-0.19673508
0.002176,0.309,0.59,80.59,80.59,-0.196794626
0.002177,0.309,0.59,80.59,80.59,-0.196794626
0.002178,0.309,0.59,80.59,80.59,-0.196794626
0.002179,0.307,0.59,80.59,80.59,-0.196794626
0.00218,0.309,0.59,80.59,80.59,-0.196794626
0.002181,0.311,0.57,80.57,80.57,-0.19673508
0.002182,0.309,0.59,80.59,80.59,-0.196794626
0.002183,0.309,0.59,80.59,80.59,-0.196794626
0.002184,0.309,0.57,80.57,80.57,-0.19673508
0.002185,0.309,0.57,80.57,80.57,-0.19673508
0.002186,0.307,0.57,80.57,80.57,-0.19673508
0.002187,0.309,0.57,80.57,80.57,-0.19673508
0.002188,0.311,0.59,80.59,80.59,-0.196794626
0.002189,0.313,0.59,80.59,80.59,-0.196794626
0.00219,0.309,0.57,80.57,80.57,-0.19673508
0.002191,0.311,0.59,80.59,80.59,-0.196794626
0.002192,0.309,0.59,80.59,80.59,-0.196794626
0.002193,0.309,0.57,80.57,80.57,-0.19673508
0.002194,0.313,0.59,80.59,80.59,-0.196794626
0.002195,0.309,0.59,80.59,80.59,-0.196794626
0.002196,0.307,0.59,80.59,80.59,-0.196794626
0.002197,0.311,0.57,80.57,80.57,-0.19673508
0.002198,0.307,0.59,80.59,80.59,-0.196794626
0.002199,0.309,0.57,80.57,80.57,-0.19673508
0.0022,0.311,0.59,80.59,80.59,-0.196794626
0.002201,0.311,0.57,80.57,80.57,-0.19673508
0.002202,0.313,0.57,80.57,80.57,-0.19673508
0.002203,0.305,0.59,80.59,80.59,-0.196794626
0.002204,0.309,0.59,80.59,80.59,-0.196794626
0.002205,0.311,0.55,80.55,80.55,-0.196675533
0.002206,0.309,0.57,80.57,80.57,-0.19673508
0.002207,0.313,0.59,80.59,80.59,-0.196794626
0.002208,0.311,0.57,80.57,80.57,-0.19673508
0.002209,0.309,0.57,80.57,80.57,-0.19673508
0.00221,0.307,0.57,80.57,80.57,-0.19673508
0.002211,0.309,0.57,80.57,80.57,-0.19673508
0.002212,0.309,0.57,80.57,80.57,-0.19673508
0.002213,0.309,0.57,80.57,80.57,-0.19673508
0.002214,0.307,0.55,80.55,80.55,-0.196675533
0.002215,0.307,0.57,80.57,80.57,-0.19673508
0.002216,0.311,0.57,80.57,80.57,-0.19673508
0.002217,0.309,0.57,80.57,80.57,-0.19673508
0.002218,0.311,0.57,80.57,80.57,-0.19673508
0.002219,0.309,0.57,80.57,80.57,-0.19673508
0.00222,0.309,0.57,80.57,80.57,-0.19673508
0.002221,0.307,0.57,80.57,80.57,-0.19673508
0.002222,0.309,0.57,80.57,80.57,-0.19673508
0.002223,0.309,0.55,80.55,80.55,-0.196675533
0.002224,0.309,0.57,80.57,80.57,-0.19673508
0.002225,0.313,0.57,80.57,80.57,-0.19673508
0.002226,0.311,0.57,80.57,80.57,-0.19673508
0.002227,0.307,0.57,80.57,80.57,-0.19673508
0.002228,0.309,0.55,80.55,80.55,-0.196675533
0.002229,0.307,0.57,80.57,80.57,-0.19673508
0.00223,0.309,0.57,80.57,80.57,-0.19673508
0.002231,0.315,0.57,80.57,80.57,-0.19673508
0.002232,0.311,0.57,80.57,80.57,-0.19673508
0.002233,0.313,0.57,80.57,80.57,-0.19673508
0.002234,0.307,0.57,80.57,80.57,-0.19673508
0.002235,0.313,0.57,80.57,80.57,-0.19673508
0.002236,0.311,0.57,80.57,80.57,-0.19673508
0.002237,0.307,0.57,80.57,80.57,-0.19673508
0.002238,0.311,0.57,80.57,80.57,-0.19673508
0.002239,0.311,0.57,80.57,80.57,-0.19673508
0.00224,0.309,0.57,80.57,80.57,-0.19673508
0.002241,0.309,0.57,80.57,80.57,-0.19673508
0.002242,0.307,0.57,80.57,80.57,-0.19673508
0.002243,0.309,0.57,80.57,80.57,-0.19673508
0.002244,0.311,0.57,80.57,80.57,-0.19673508
0.002245,0.307,0.57,80.57,80.57,-0.19673508
0.002246,0.313,0.57,80.57,80.57,-0.19673508
0.002247,0.311,0.57,80.57,80.57,-0.19673508
0.002248,0.313,0.55,80.55,80.55,-0.196675533
0.002249,0.309,0.57,80.57,80.57,-0.19673508
0.00225,0.307,0.57,80.57,80.57,-0.19673508
0.002251,0.309,0.57,80.57,80.57,-0.19673508
0.002252,0.311,0.57,80.57,80.57,-0.19673508
0.002253,0.309,0.57,80.57,80.57,-0.19673508
0.002254,0.311,0.55,80.55,80.55,-0.196675533
0.002255,0.309,0.57,80.57,80.57,-0.19673508
0.002256,0.309,0.55,80.55,80.55,-0.196675533
0.002257,0.305,0.55,80.55,80.55,-0.196675533
0.002258,0.311,0.53,80.53,80.53,-0.196615986
0.002259,0.309,0.55,80.55,80.55,-0.196675533
0.00226,0.307,0.55,80.55,80.55,-0.196675533
0.002261,0.311,0.55,80.55,80.55,-0.196675533
0.002262,0.311,0.55,80.55,80.55,-0.196675533
0.002263,0.311,0.55,80.55,80.55,-0.196675533
0.002264,0.309,0.55,80.55,80.55,-0.196675533
0.002265,0.311,0.55,80.55,80.55,-0.196675533
0.002266,0.309,0.55,80.55,80.55,-0.196675533
0.002267,0.309,0.55,80.55,80.55,-0.196675533
0.002268,0.311,0.55,80.55,80.55,-0.196675533
0.002269,0.309,0.55,80.55,80.55,-0.196675533
0.00227,0.313,0.55,80.55,80.55,-0.196675533
0.002271,0.309,0.55,80.55,80.55,-0.196675533
0.002272,0.309,0.55,80.55,80.55,-0.196675533
0.002273,0.313,0.53,80.53,80.53,-0.196615986
0.002274,0.311,0.55,80.55,80.55,-0.196675533
0.002275,0.307,0.55,80.55,80.55,-0.196675533
0.002276,0.311,0.55,80.55,80.55,-0.196675533
0.002277,0.311,0.55,80.55,80.55,-0.196675533
0.002278,0.311,0.55,80.55,80.55,-0.196675533
0.002279,0.309,0.55,80.55,80.55,-0.196675533
0.00228,0.313,0.55,80.55,80.55,-0.196675533
0.002281,0.309,0.55,80.55,80.55,-0.196675533
0.002282,0.309,0.55,80.55,80.55,-0.196675533
0.002283,0.313,0.55,80.55,80.55,-0.196675533
0.002284,0.309,0.55,80.55,80.55,-0.196675533
0.002285,0.309,0.55,80.55,80.55,-0.196675533
0.002286,0.309,0.55,80.55,80.55,-0.196675533
0.002287,0.311,0.55,80.55,80.55,-0.196675533
0.002288,0.307,0.55,80.55,80.55,-0.196675533
0.002289,0.307,0.55,80.55,80.55,-0.196675533
0.00229,0.309,0.53,80.53,80.53,-0.196615986
0.002291,0.309,0.55,80.55,80.55,-0.196675533
0.002292,0.311,0.55,80.55,80.55,-0.196675533
0.002293,0.309,0.55,80.55,80.55,-0.196675533
0.002294,0.313,0.55,80.55,80.55,-0.196675533
0.002295,0.313,0.55,80.55,80.55,-0.196675533
0.002296,0.315,0.55,80.55,80.55,-0.196675533
0.002297,0.311,0.55,80.55,80.55,-0.196675533
0.002298,0.309,0.55,80.55,80.55,-0.196675533
0.002299,0.313,0.55,80.55,80.55,-0.196675533
0.0023,0.311,0.55,80.55,80.55,-0.196675533
0.002301,0.309,0.55,80.55,80.55,-0.196675533
0.002302,0.315,0.55,80.55,80.55,-0.196675533
0.002303,0.311,0.55,80.55,80.55,-0.196675533
0.002304,0.309,0.53,80.53,80.53,-0.196615986
0.002305,0.311,0.53,80.53,80.53,-0.196615986
0.002306,0.313,0.53,80.53,80.53,-0.196615986
0.002307,0.311,0.55,80.55,80.55,-0.196675533
0.002308,0.309,0.55,80.55,80.55,-0.196675533
0.002309,0.311,0.53,80.53,80.53,-0.196615986
0.00231,0.311,0.53,80.53,80.53,-0.196615986
0.002311,0.311,0.53,80.53,80.53,-0.196615986
0.002312,0.311,0.53,80.53,80.53,-0.196615986
0.002313,0.313,0.51,80.51,80.51,-0.19655644
0.002314,0.311,0.53,80.53,80.53,-0.196615986
0.002315,0.309,0.53,80.53,80.53,-0.196615986
0.002316,0.309,0.53,80.53,80.53,-0.196615986
0.002317,0.311,0.53,80.53,80.53,-0.196615986
0.002318,0.313,0.53,80.53,80.53,-0.196615986
0.002319,0.309,0.53,80.53,80.53,-0.196615986
0.00232,0.311,0.53,80.53,80.53,-0.196615986
0.002321,0.313,0.53,80.53,80.53,-0.196615986
0.002322,0.311,0.53,80.53,80.53,-0.196615986
0.002323,0.309,0.53,80.53,80.53,-0.196615986
0.002324,0.307,0.53,80.53,80.53,-0.196615986
0.002325,0.307,0.53,80.53,80.53,-0.196615986
0.002326,0.311,0.53,80.53,80.53,-0.196615986
0.002327,0.311,0.53,80.53,80.53,-0.196615986
0.002328,0.311,0.53,80.53,80.53,-0.196615986
0.002329,0.311,0.53,80.53,80.53,-0.196615986
0.00233,0.309,0.53,80.53,80.53,-0.196615986
0.002331,0.309,0.53,80.53,80.53,-0.196615986
0.002332,0.309,0.53,80.53,80.53,-0.196615986
0.002333,0.311,0.53,80.53,80.53,-0.196615986
0.002334,0.311,0.53,80.53,80.53,-0.196615986
0.002335,0.311,0.53,80.53,80.53,-0.196615986
0.002336,0.311,0.53,80.53,80.53,-0.196615986
0.002337,0.309,0.53,80.53,80.53,-0.196615986
0.002338,0.309,0.53,80.53,80.53,-0.196615986
0.002339,0.311,0.53,80.53,80.53,-0.196615986
0.00234,0.313,0.53,80.53,80.53,-0.196615986
0.002341,0.309,0.53,80.53,80.53,-0.196615986
0.002342,0.307,0.53,80.53,80.53,-0.196615986
0.002343,0.309,0.53,80.53,80.53,-0.196615986
0.002344,0.311,0.53,80.53,80.53,-0.196615986
0.002345,0.309,0.51,80.51,80.51,-0.19655644
0.002346,0.311,0.53,80.53,80.53,-0.196615986
0.002347,0.307,0.53,80.53,80.53,-0.196615986
0.002348,0.309,0.53,80.53,80.53,-0.196615986
0.002349,0.307,0.53,80.53,80.53,-0.196615986
0.00235,0.311,0.53,80.53,80.53,-0.196615986
0.002351,0.307,0.53,80.53,80.53,-0.196615986
0.002352,0.311,0.53,80.53,80.53,-0.196615986
0.002353,0.313,0.53,80.53,80.53,-0.196615986
0.002354,0.313,0.53,80.53,80.53,-0.196615986
0.002355,0.307,0.53,80.53,80.53,-0.196615986
0.002356,0.307,0.53,80.53,80.53,-0.196615986
0.002357,0.309,0.53,80.53,80.53,-0.196615986
0.002358,0.307,0.51,80.51,80.51,-0.19655644
0.002359,0.311,0.51,80.51,80.51,-0.19655644
0.00236,0.311,0.51,80.51,80.51,-0.19655644
0.002361,0.309,0.51,80.51,80.51,-0.19655644
0.002362,0.313,0.51,80.51,80.51,-0.19655644
0.002363,0.307,0.49,80.49,80.49,-0.196496893
0.002364,0.313,0.49,80.49,80.49,-0.196496893
0.002365,0.311,0.51,80.51,80.51,-0.19655644
0.002366,0.313,0.51,80.51,80.51,-0.19655644
0.002367,0.309,0.51,80.51,80.51,-0.19655644
0.002368,0.311,0.49,80.49,80.49,-0.196496893
0.002369,0.313,0.51,80.51,80.51,-0.19655644
0.00237,0.311,0.51,80.51,80.51,-0.19655644
0.002371,0.309,0.51,80.51,80.51,-0.19655644
0.002372,0.311,0.51,80.51,80.51,-0.19655644
0.002373,0.309,0.51,80.51,80.51,-0.19655644
0.002374,0.305,0.51,80.51,80.51,-0.19655644
0.002375,0.311,0.51,80.51,80.51,-0.19655644
0.002376,0.311,0.51,80.51,80.51,-0.19655644
0.002377,0.311,0.51,80.51,80.51,-0.19655644
0.002378,0.313,0.51,80.51,80.51,-0.19655644
0.002379,0.309,0.49,80.49,80.49,-0.196496893
0.00238,0.313,0.51,80.51,80.51,-0.19655644
0.002381,0.309,0.51,80.51,80.51,-0.19655644
0.002382,0.313,0.51,80.51,80.51,-0.19655644
0.002383,0.311,0.51,80.51,80.51,-0.19655644
0.002384,0.311,0.51,80.51,80.51,-0.19655644
0.002385,0.309,0.51,80.51,80.51,-0.19655644
0.002386,0.309,0.51,80.51,80.51,-0.19655644
0.002387,0.309,0.49,80.49,80.49,-0.196496893
0.002388,0.309,0.51,80.51,80.51,-0.19655644
0.002389,0.313,0.49,80.49,80.49,-0.196496893
0.00239,0.307,0.49,80.49,80.49,-0.196496893
0.002391,0.311,0.51,80.51,80.51,-0.19655644
0.002392,0.307,0.51,80.51,80.51,-0.19655644
0.002393,0.311,0.51,80.51,80.51,-0.19655644
0.002394,0.313,0.51,80.51,80.51,-0.19655644
0.002395,0.309,0.51,80.51,80.51,-0.19655644
0.002396,0.309,0.51,80.51,80.51,-0.19655644
0.002397,0.307,0.49,80.49,80.49,-0.196496893
0.002398,0.313,0.51,80.51,80.51,-0.19655644
0.002399,0.307,0.51,80.51,80.51,-0.19655644
0.0024,0.311,0.47,80.47,80.47,-0.196437347
0.002401,0.309,0.51,80.51,80.51,-0.19655644
0.002402,0.309,0.51,80.51,80.51,-0.19655644
0.002403,0.311,0.51,80.51,80.51,-0.19655644
0.002404,0.309,0.49,80.49,80.49,-0.196496893
0.002405,0.313,0.49,80.49,80.49,-0.196496893
0.002406,0.309,0.49,80.49,80.49,-0.196496893
0.002407,0.309,0.49,80.49,80.49,-0.196496893
0.002408,0.313,0.49,80.49,80.49,-0.196496893
0.002409,0.307,0.49,80.49,80.49,-0.196496893
0.00241,0.313,0.49,80.49,80.49,-0.196496893
0.002411,0.311,0.49,80.49,80.49,-0.196496893
0.002412,0.309,0.49,80.49,80.49,-0.196496893
0.002413,0.313,0.47,80.47,80.47,-0.196437347
0.002414,0.311,0.49,80.49,80.49,-0.196496893
0.002415,0.311,0.47,80.47,80.47,-0.196437347
0.002416,0.313,0.49,80.49,80.49,-0.196496893
0.002417,0.311,0.49,80.49,80.49,-0.196496893
0.002418,0.309,0.49,80.49,80.49,-0.196496893
0.002419,0.313,0.49,80.49,80.49,-0.196496893
0.00242,0.309,0.49,80.49,80.49,-0.196496893
0.002421,0.311,0.47,80.47,80.47,-0.196437347
0.002422,0.311,0.49,80.49,80.49,-0.196496893
0.002423,0.309,0.49,80.49,80.49,-0.196496893
0.002424,0.309,0.49,80.49,80.49,-0.196496893
0.002425,0.309,0.49,80.49,80.49,-0.196496893
0.002426,0.311,0.49,80.49,80.49,-0.196496893
0.002427,0.307,0.49,80.49,80.49,-0.196496893
0.002428,0.311,0.49,80.49,80.49,-0.196496893
0.002429,0.309,0.49,80.49,80.49,-0.196496893
0.00243,0.313,0.49,80.49,80.49,-0.196496893
0.002431,0.311,0.49,80.49,80.49,-0.196496893
0.002432,0.309,0.49,80.49,80.49,-0.196496893
0.002433,0.315,0.49,80.49,80.49,-0.196496893
0.002434,0.313,0.49,80.49,80.49,-0.196496893
0.002435,0.311,0.49,80.49,80.49,-0.196496893
0.002436,0.311,0.47,80.47,80.47,-0.196437347
0.002437,0.309,0.49,80.49,80.49,-0.196496893
0.002438,0.311,0.49,80.49,80.49,-0.196496893
0.002439,0.309,0.47,80.47,80.47,-0.196437347
0.00244,0.309,0.49,80.49,80.49,-0.196496893
0.002441,0.311,0.49,80.49,80.49,-0.196496893
0.002442,0.307,0.47,80.47,80.47,-0.196437347
0.002443,0.307,0.49,80.49,80.49,-0.196496893
0.002444,0.309,0.49,80.49,80.49,-0.196496893
0.002445,0.311,0.49,80.49,80.49,-0.196496893
0.002446,0.311,0.49,80.49,80.49,-0.196496893
0.002447,0.311,0.49,80.49,80.49,-0.196496893
0.002448,0.309,0.49,80.49,80.49,-0.196496893
0.002449,0.307,0.49,80.49,80.49,-0.196496893
0.00245,0.313,0.49,80.49,80.49,-0.196496893
0.002451,0.307,0.49,80.49,80.49,-0.196496893
0.002452,0.309,0.49,80.49,80.49,-0.196496893
0.002453,0.311,0.49,80.49,80.49,-0.196496893
0.002454,0.311,0.49,80.49,80.49,-0.196496893
0.002455,0.313,0.47,80.47,80.47,-0.196437347
0.002456,0.311,0.47,80.47,80.47,-0.196437347
0.002457,0.313,0.47,80.47,80.47,-0.196437347
0.002458,0.309,0.45,80.45,80.45,-0.1963778
0.002459,0.311,0.47,80.47,80.47,-0.196437347
0.00246,0.313,0.45,80.45,80.45,-0.1963778
0.002461,0.311,0.47,80.47,80.47,-0.196437347
0.002462,0.313,0.47,80.47,80.47,-0.196437347
0.002463,0.313,0.45,80.45,80.45,-0.1963778
0.002464,0.309,0.47,80.47,80.47,-0.196437347
0.002465,0.311,0.47,80.47,80.47,-0.196437347
0.002466,0.309,0.47,80.47,80.47,-0.196437347
0.002467,0.309,0.47,80.47,80.47,-0.196437347
0.002468,0.309,0.47,80.47,80.47,-0.196437347
0.002469,0.309,0.45,80.45,80.45,-0.1963778
0.00247,0.309,0.47,80.47,80.47,-0.196437347
0.002471,0.313,0.47,80.47,80.47,-0.196437347
0.002472,0.311,0.45,80.45,80.45,-0.1963778
0.002473,0.307,0.47,80.47,80.47,-0.196437347
0.002474,0.311,0.47,80.47,80.47,-0.196437347
0.002475,0.311,0.47,80.47,80.47,-0.196437347
0.002476,0.311,0.47,80.47,80.47,-0.196437347
0.002477,0.313,0.47,80.47,80.47,-0.196437347
0.002478,0.309,0.47,80.47,80.47,-0.196437347
0.002479,0.311,0.47,80.47,80.47,-0.196437347
0.00248,0.311,0.47,80.47,80.47,-0.196437347
0.002481,0.309,0.47,80.47,80.47,-0.196437347
0.002482,0.307,0.47,80.47,80.47,-0.196437347
0.002483,0.311,0.47,80.47,80.47,-0.196437347
0.002484,0.313,0.45,80.45,80.45,-0.1963778
0.002485,0.311,0.47,80.47,80.47,-0.196437347
0.002486,0.313,0.45,80.45,80.45,-0.1963778
0.002487,0.309,0.47,80.47,80.47,-0.196437347
0.002488,0.311,0.47,80.47,80.47,-0.196437347
0.002489,0.307,0.47,80.47,80.47,-0.196437347
0.00249,0.311,0.47,80.47,80.47,-0.196437347
0.002491,0.311,0.47,80.47,80.47,-0.196437347
0.002492,0.309,0.47,80.47,80.47,-0.196437347
0.002493,0.311,0.47,80.47,80.47,-0.196437347
0.002494,0.313,0.47,80.47,80.47,-0.196437347
